R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,XCORD,YCORD,XX,YY,CD_GUBUN
3963,1168000000,3,서울특별시,강남구,1,학교,학동초등학교,1168010800102640007007179,1168010800,1168053100,서울특별시 강남구 선릉로115길 42(논현동),190,73,127.03943,37.51206,203486.1218,545843.1812,안전
3998,1168000000,318,서울특별시,강남구,1,학교,신구초등학교,1168010700105500011010531,1168010700,1168051000,서울특별시 강남구 압구정로18길 28(신사동),14793,5689,127.02394,37.52336,202116.0494,547096.5366,긴급
3967,1165000000,470,서울특별시,서초구,13,"연수,숙박",오라카이 청계산 호텔,1165011100102710021000002,1165011100,1165066000,서울특별시 서초구 청계산로9길 1-7 (신원동),20177,386,127.04696,37.46221,204154.8162,540310.8658,긴급
3966,1165000000,447,서울특별시,서초구,4,관공서,내곡동주민센터,1165011100103400003000001,1165011100,1165066000,서울특별시 서초구 청계산로15길 77(신원동),628,241,127.0512,37.46197,204529.3144,540284.5529,긴급
3997,1168000000,330,서울특별시,강남구,4,관공서,대치4문화센터,1168010600109280022013655,1168010600,1168063000,서울특별시 강남구 도곡로77길 23(대치동),958,368,127.05788,37.49967,205118.4144,544469.4977,안전
3965,1165000000,469,서울특별시,서초구,1,학교,내곡중학교,1165011100103230001000001,1165011100,1165066000,서울특별시 서초구 청계산로7길 9-20 (신원동),765,294,127.05433,37.45204,204807.1204,539182.3762,긴급
4007,1168000000,541,서울특별시,강남구,1,학교,수서중학교,1168011500107100000001357,1168011500,1168075000,서울특별시 강남구 광평로59길 57(수서동),2550,980,127.10239,37.49107,209054.8285,543517.4391,긴급
4008,1168000000,16,서울특별시,강남구,1,학교,언주초등학교,1168011800109220000000719,1168011800,1168065500,서울특별시 강남구 남부순환로363길 19(도곡동),20086,7725,127.03703,37.48665,203275.2267,543022.6527,안전
4001,1168000000,540,서울특별시,강남구,1,학교,세명초등학교,1168011100104640005000001,1168011100,1168070000,서울특별시 강남구 자곡로 55(세곡동),13416,5160,127.09134,37.46894,208080.0842,541060.2525,안전
4005,1168000000,539,서울특별시,강남구,1,학교,중동중학교,1168011400106920000002797,1168011400,1168074000,서울특별시 강남구 일원로8길 37(일원동),4150,1596,127.0787,37.48832,206960.0064,543211.1779,안전
4002,1168000000,543,서울특별시,강남구,4,관공서,세곡문화센터,1168011300102780001027317,1168011300,1168070000,서울특별시 강남구 밤고개로 286(율현동),429,165,127.10696,37.46904,209461.8336,541073.6304,안전
4004,1168000000,537,서울특별시,강남구,1,학교,서울로봇고등학교,1168011400107380000003094,1168011400,1168072000,서울특별시 강남구 광평로20길 63(일원동),2079,799,127.08471,37.48063,207492.2782,542358.1142,안전
4003,1168000000,24,서울특별시,강남구,1,학교,중동고등학교,1168011400106180000002022,1168011400,1168073000,서울특별시 강남구 일원로 7(일원동),17178,6606,127.08077,37.49313,207142.9335,543744.9604,안전
4006,1168000000,538,서울특별시,강남구,1,학교,영희초등학교,1168011400106170000002246,1168011400,1168073000,서울특별시 강남구 일원로 21(일원동),5592,2150,127.081,37.49227,207163.2642,543649.5912,안전
3999,1168000000,522,서울특별시,강남구,4,관공서,신사문화센터,1168010700105480001010457,1168010700,1168051000,서울특별시 강남구 압구정로 128(신사동),1722,662,127.02279,37.52398,202014.8479,547165.8254,긴급
4009,1168000000,532,서울특별시,강남구,1,학교,대도초등학교,1168011800101060001000058,1168011800,1168065600,서울특별시 강남구 선릉로 209(도곡동),1861,715,127.05283,37.49272,204672.1165,543697.7712,안전
4000,1168000000,520,서울특별시,강남구,4,관공서,논현2문화센터,1168010800101140024005886,1168010800,1168053100,서울특별시 강남구 학동로43길 17(논현동),1635,628,127.03705,37.51737,203275.3885,546433.0843,긴급
4010,1168000000,531,서울특별시,강남구,1,학교,대치중학교,1168011800104600000026372,1168011800,1168065600,서울특별시 강남구 남부순환로378길 39(도곡동),1006,386,127.04746,37.4846,204197.7296,542796.4316,긴급
4012,1171000000,478,서울특별시,송파구,1,학교,풍성중학교,1171010300103880016025059,1171010300,1171052000,서울특별시 송파구 강동대로2길 27(풍납동),9578,3683,127.11307,37.52537,209994.5882,547325.5,안전
4011,1171000000,494,서울특별시,송파구,1,학교,서울잠동초등학교,1171010200100070002000189,1171010200,1171071000,서울특별시 송파구 올림픽로35길 122(신천동),9451,3635,127.10007,37.51801,208846.9286,546507.8702,안전
4013,1171000000,470,서울특별시,송파구,1,학교,서울풍납초등학교,1171010300101650000026379,1171010300,1171051000,서울특별시 송파구 풍성로 43(풍납동),6577,2529,127.11803,37.53518,210432.2276,548415.6674,긴급
4014,1171000000,477,서울특별시,송파구,1,학교,서울토성초등학교,1171010300102510000024639,1171010300,1171052000,서울특별시 송파구 풍성로20길 44(풍납동),3248,1249,127.11585,37.53211,210240.0015,548074.4913,긴급
4016,1171000000,366,서울특별시,송파구,1,학교,서울중대초등학교,1171010400101910000012061,1171010400,1171059000,서울특별시 송파구 송파대로36길 8(송파동),8711,3350,127.11371,37.5001,210054.8229,544521.7266,긴급
4015,1171000000,340,서울특별시,송파구,1,학교,서울송파초등학교,1171010400101140000012759,1171010400,1171058000,서울특별시 송파구 백제고분로 400(송파동),12140,4669,127.11075,37.50705,209792.3593,545292.6678,긴급
4017,1171000000,483,서울특별시,송파구,1,학교,가락중학교,1171010400101680000011806,1171010400,1171059000,서울특별시 송파구 송이로 45(송파동),9600,3692,127.11873,37.50248,210498.4683,544785.6661,안전
4018,1171000000,371,서울특별시,송파구,7,기타시설,송파여성문화회관,1171010400101130002013251,1171010400,1171058000,서울특별시 송파구 백제고분로42길 5(송파동),13405,5155,127.10978,37.5059,209706.7358,545164.7178,긴급
4019,1171000000,342,서울특별시,송파구,1,학교,서울석촌초등학교,1171010500102670000010016,1171010500,1171060000,서울특별시 송파구 가락로11길 26(석촌동),8292,3189,127.10478,37.50255,209264.5496,544792.4162,안전
4020,1171000000,489,서울특별시,송파구,7,기타시설,백제불한증막,1171010500100150000011525,1171010500,1171060000,서울특별시 송파구 백제고분로 293(석촌동),1500,576,127.09919,37.50301,208771.0158,544843.3173,긴급
4021,1171000000,343,서울특별시,송파구,1,학교,서울삼전초등학교,1171010600100630000008244,1171010600,1171061000,서울특별시 송파구 백제고분로28길 19(삼전동),9927,3818,127.09259,37.50144,208187.0944,544668.1539,안전
4024,1171000000,481,서울특별시,송파구,1,학교,서울체육고등학교,1171011100100880014015419,1171011100,1171056600,서울특별시 송파구 강동대로 232(방이동),9716,3736,127.1292,37.5213,211421.4579,546875.6129,긴급
4023,1168000000,523,서울특별시,강남구,4,관공서,논현1문화센터,1168010800101330013027971,1168010800,1168052100,서울특별시 강남구 학동로20길 25(논현동),437,168,127.02851,37.5115,202520.7677,545781.0017,안전
4022,1168000000,491,서울특별시,강남구,1,학교,논현초등학교,1168010800101680000008742,1168010800,1168052100,서울특별시 강남구 강남대로120길 33(논현동),12078,4645,127.02612,37.50842,202309.2347,545438.6945,안전
4025,1171000000,476,서울특별시,송파구,1,학교,서울방이초등학교,1171011100101670000017224,1171011100,1171056100,서울특별시 송파구 위례성대로10길 4(방이동),8198,3153,127.12081,37.51304,210681.1903,545957.8271,안전
4026,1171000000,479,서울특별시,송파구,1,학교,방산고등학교,1171011100102200005000001,1171011100,1171056100,서울특별시 송파구 오금로27길 18(방이동),8849,3403,127.12056,37.50845,210658.9128,545448.5003,안전
4027,1171000000,492,서울특별시,송파구,1,학교,방이중학교,1171011100100530000017011,1171011100,1171056200,서울특별시 송파구 오금로11길 64(방이동),12195,4690,127.1133,37.51469,210016.6922,546141.0266,안전
4029,1171000000,364,서울특별시,송파구,1,학교,오주중학교,1171011200100590000014825,1171011200,1171057000,서울특별시 송파구 동남로 281(오금동),14796,5690,127.13619,37.50119,212042.028,544644.4985,긴급
4030,1171000000,370,서울특별시,송파구,1,학교,서울개롱초등학교,1171011200101590000000001,1171011200,1171057000,서울특별시 송파구 문정로 211(오금동),3697,1421,127.13966,37.49718,212350.3281,544200.6003,안전
4028,1171000000,488,서울특별시,송파구,7,기타시설,잠실수양불한증막,1171011100100390002015915,1171011100,1171056200,"서울특별시 송파구 오금로11길 33(방이동, 신동아타워)",4950,1903,127.11069,37.51556,209785.6183,546236.7747,안전
4031,1171000000,482,서울특별시,송파구,1,학교,세륜중학교,1171011200100070003013959,1171011200,1171057000,서울특별시 송파구 양재대로72길 41(오금동),5494,2113,127.13185,37.50837,211657.3915,545441.4565,안전
4037,1171000000,329,서울특별시,송파구,1,학교,서울잠실초등학교,1171010200100200002000001,1171010200,1171069000,서울특별시 송파구 올림픽로35길 20(신천동),2758,1060,127.11145,37.52012,209851.9883,546743.4492,안전
4035,1171000000,497,서울특별시,송파구,1,학교,서울아주초등학교,1171010100101150000000054,1171010100,1171072000,서울특별시 송파구 올림픽로4길 59(잠실동),5824,2240,127.07598,37.50537,206717.7878,545102.4962,안전
4032,1171000000,379,서울특별시,송파구,1,학교,서울송전초등학교,1171010100100440002000003,1171010100,1171068000,서울특별시 송파구 석촌호수로 159(잠실동),1639,630,127.09481,37.50845,208382.7374,545445.8445,긴급
4034,1171000000,487,서울특별시,송파구,1,학교,서울잠일초등학교,1171010100100190001000001,1171010100,1171067000,서울특별시 송파구 올림픽로 95(잠실동),13722,5277,127.08164,37.51465,207217.3657,546133.1744,안전
4039,1171000000,344,서울특별시,송파구,1,학교,서울신가초등학교,1171010700100430001006404,1171010700,1171062000,서울특별시 송파구 송이로 75(가락동),6233,2397,127.12131,37.50072,210726.8347,544591.0492,안전
4041,1171000000,491,서울특별시,송파구,1,학교,서울가락초등학교,1171010700104770000006035,1171010700,1171063100,서울특별시 송파구 송파대로37길 45(가락동),7106,2733,127.10765,37.50018,209519.1223,544529.8613,안전
4033,1171000000,374,서울특별시,송파구,1,학교,영동일고등학교,1171010100100350001000001,1171010100,1171068000,서울특별시 송파구 석촌호수로 93(잠실동),5320,2046,127.08952,37.50967,207914.4595,545581.301,안전
4040,1171000000,484,서울특별시,송파구,1,학교,송파중학교,1171010700101390000005304,1171010700,1171063200,서울특별시 송파구 동남로 203(가락동),16306,6271,127.12933,37.49628,211436.3049,544098.7675,안전
4042,1171000000,347,서울특별시,송파구,1,학교,서울문정초등학교,1171010800100120000004349,1171010800,1171064100,서울특별시 송파구 문정로5길 20(문정동),7825,3009,127.12872,37.48891,211383.8399,543281.5813,안전
4036,1171000000,495,서울특별시,송파구,13,"연수,숙박",에이 플러스,1171010100101790000000664,1171010100,1171065000,서울특별시 송파구 백제고분로7길 15-10 (잠실동),1549,192,127.08066,37.51101,207131.2009,545729.3435,안전
4043,1171000000,348,서울특별시,송파구,1,학교,서울가원초등학교,1171010800101500010003819,1171010800,1171064200,서울특별시 송파구 중대로4길 8(문정동),7247,2787,127.11412,37.48851,210092.8677,543235.3805,긴급
4044,1171000000,416,서울특별시,송파구,1,학교,서울문덕초등학교,1171010800100900003003082,1171010800,1171064600,서울특별시 송파구 송이로34길 60(문정동),3456,1329,127.1276,37.48499,211284.9762,542846.2409,안전
4047,1171000000,485,서울특별시,송파구,1,학교,서울문현초등학교,1171010900101840005000001,1171010900,1171064600,서울특별시 송파구 충민로 137(장지동),5692,2189,127.13009,37.48271,211505.6577,542593.2084,긴급
4045,1171000000,372,서울특별시,송파구,1,학교,문현중학교,1171010900102040007000001,1171010900,1171064600,서울특별시 송파구 충민로 99(장지동),3598,1383,127.12768,37.48057,211292.6481,542355.4746,긴급
4046,1171000000,486,서울특별시,송파구,1,학교,서울송례초등학교,1171010900103930000000001,1171010900,1171064700,서울특별시 송파구 위례순환로 439(장지동),6543,2516,127.13844,37.47787,212245.5868,542057.3351,안전
4048,1171000000,480,서울특별시,송파구,1,학교,오륜중학교,1171011100100890007015632,1171011100,1171056600,서울특별시 송파구 양재대로 1242(방이동),2851,1096,127.1389,37.51635,212279.6441,546328.0571,안전
3972,1168000000,25,서울특별시,강남구,1,학교,대진초등학교,1168010300100130000019039,1168010300,1168074000,서울특별시 강남구 개포로109길 74(개포동),330,126,127.07804,37.49669,206901.2465,544139.1934,긴급
